Air Onix,ONX,OG,ONIXAIR,Ukraine,http://www.aironix.ua/
Air Open Sky,OPN,,,France,
Air Ostrava,VTR,8K,,Czech Republic,
Air Pacific,FJI,FJ,PACIFIC,Fiji,http://www.airpacific.com
Air Panama,PST,7P,AIR PANAMA,Panama,https://www.airpanama.com/
Air Peace,APK,P4,PEACE BIRD,Nigeria,https://www.flyairpeace.com/
Air Pegasus,PPL,OP,PEGASUS,India,http://www.airpegasus.in/
Air Philippines,GAP,2P,AIRPHIL,Philippines,http://www.airphils.com
Air Pohang,KAB,,AIR POHANG,"Korea, Republic Of",http://airpohang.kr/
Air Poland,AEI,,POLISH BIRD,Poland,http://www.flyairpoland.com/
Air Prishtina,,,,Switzerland,
Air Queensland,AQN,,,Australia,
Air Rose,ROZ,,,Turkey,
Air Saint-Pierre,SPM,PJ,SAINT-PIERRE,Saint Pierre And Miquelon,http://www.airsaintpierre.com
Air Santo Domingo,SDO,EX,,Dominican Republic,http://airsantodomingo.com.do
Air Scorpio,SCU,,,Bulgaria,
Air Senegal,SZN,HC,SENSA,Senegal,https://www.flyairsenegal.com/
Air Senegal International,SNG,V7,,Senegal,http://www.air-senegal-international.com
Air Serbia,ASL,JU,AIR SERBIA,Serbia,http://www.airserbia.com/
Air Service Nantes,ASN,,,France,
Air Seychelles,SEY,HM,SEYCHELLES,Seychelles,http://www.airseychelles.net
Air Siam,,VG,,Thailand,
Air Sinai,ASD,4D,,Egypt,
Air Sofia,SFB,CT,,Bulgaria,http://www.airsofia.com
Air South,,,,Australia,http://airsouth.com.au/
Air Spain,,JA,,Spain,
Air StarLine (ASA),ACR,,,Switzerland,
Air Stork,MSB,,LONG,"Moldova, Republic Of",
Air Sur,NCR,KG,,Spain,
Air Switzerland,RSW,,,Switzerland,
Air Tahiti,VTA,VT,AIR TAHITI,French Polynesia,http://www.airtahiti.com
"Air Tahoma, Inc",HMA,,,United States,
Air Tara,,,,United States,
Air Tchad,HTT,HT,,Chad,
Air Toulouse,TLE,SH,,France,
Air Transat,TSC,TS,AIR TRANSAT,Canada,http://www.airtransat.com
Air Travel,OTC,A6,AIR TRAVEL,China,http://www.redair.cn/
Air Tungaru,TUN,RT,,Kiribati,
Airline_name,ICAO,IATA,Callsign,Country,Website
Air Turquoise,TUQ,,,France,
Air Uk,UKA,UK,,United Kingdom,
Air Ukraine,UKR,6U,AIR UKRAINE,Ukraine,http://www.airukraine.com
Air Urga,URG,3N,URGA,Ukraine,http://www.urga.com.ua/
Air Vanuatu,AVN,NF,AIR VAN,Vanuatu,http://www.airvanuatu.com
Air Vendee,AVD,DV,,France,
Air Vias,,,,Brazil,
Air Wales,AWW,6G,,United Kingdom,
Air West,AWZ,,,Sudan,http://www.airwestuae.com/
Air Zaïre,AZR,QC,,Zaire,
Air Zarco,MMZ,MM,,Portugal,
Air-Dale Ltd.,ADL,,,Canada,
AirAsia,AXM,AK,RED CAP,Malaysia,https://www.airasia.com/
AirAsia Japan,WAJ,JW,WING ASIA,Japan,http://www.airasia.com/
AirAsia X,XAX,D7,XANADU,Malaysia,http://www.airasia.com/
Airbahn,,,,United States,http://www.airbahn.com/
Airborne Express,ABX,GB,ABEX,United States,http://www.airborne.com
Airbus Transport International,BGA,4Y,BELOUGA,France,http://www.airbus.com/
Aircalin - Air Caledonie International,ACI,SB,AIRCALIN,New Caledonia,https://www.aircalin.com/
Aircompany Armenia,NGT,RM,NIKA,Armenia,
AirDC,,,,"Congo, The Democratic Republic Of The",
Aire d'_vasions,,,,France,
Airest,AEG,,,Estonia,
Airfast Indonesia,AFE,FS,AIRFAST,Indonesia,http://www.airfastindonesia.com
Airjet Exploracao Aerea de Carga,MBC,,,Angola,
Airlift International,AIR,RD,AIRLIFT,United States,
Airlinair,RLA,AN,AIRLINAIR,France,http://www.airlinair.com
Airlines 400,VAZ,,,Russian Federation,
Airlink,,ND,,Papua New Guinea,
Airlog Company,,,,United States,
Airmark Indonesia,AIA,AI,AIRMARK,Indonesia,
Airpac Airlines,APC,LQ,,United States,
AirQuarius,AQU,,QUARIUS,South Africa,
Airsal,,,,Italy,http://www.airsal.it
AirSWIFT,ATX,T6,AIRSWIFT,Philippines,http://air-swift.com/
AirTrain,XDE,,,United States,
airtransse,TSQ,,AIRTRA,Japan,http://www.airtransse.com/
Airwork,PST,HT,,New Zealand,
Airworld,AWD,RL,,United Kingdom,
Ajet,AJY,,AYJET,Cyprus,
AkashGanga Airlines,,,,India,http://www.akashganga.com/
Al Ghanim Corporation,,,,Unknown,
Al Maha Airways,,,,Saudi Arabia,http://www.almahaairways.com/
Al-Dawood Air,LIE,,,Nigeria,
Aladia,,,,Mexico,
ALAS de Transporte Internacional (ATI),,RW,,Dominican Republic,
Alas Uruguay,ALY,,,Uruguay,http://www.alasuruguay.com.uy/
Alaska International Air,AKA,BF,,United States,
Alba Star,LAV,AP,ALBASTAR,Spain,http://www.albastar.es
Albanian Airways,LBN,,ALBANAIR,Albania,http://www.albanianairways.com.al/
Air Uganda,UGA,U7,UGANDA,Uganda,http://www.air-uganda.com
Air UK Leisure,UKL,MV,,United Kingdom,
Air Universal,UVS,,,Jordan,http://www.airuniversalltd.com
Air Vallee,RVL,DO,AIR VALLEE,Italy,
Air Vardar,VDR,,VARDAR,North Macedonia,
Air Via,VIM,VL,CRYSTAL,Bulgaria,http://www.air-via.com/
Air Volga,WLG,G6,GOUMRAK,Russian Federation,http://www.vae.ru
Air West,,RW,,United States,
Air Wisconsin,AWI,ZW,WISCONSIN,United States,http://www.airwis.com/
Air Zara International,AZD,,,"Tanzania, United Republic Of",http://www.airzara.com
Air Zimbabwe,AZW,UM,AIR ZIMBABWE,Zimbabwe,http://www.airzimbabwe.aero/
Air-Van,,,,Armenia,
AirAsia India,IAD,I5,RED KNIGHT,India,http://www.airasia.com
AirAsia Philippines,APG,PQ,COOL RED,Philippines,
AirAsia Zest,EZD,Z2,ZEST,Philippines,http://www.airasia.com/
AirBlue,ABQ,PA,AIRBLUE,Pakistan,http://www.airblue.com
AirBridgeCargo,ABW,RU,AIRBRIDGE CARGO,Russian Federation,http://www.airbridgecargo.com
AirCal,ACL,OC,AIRCAL,United States,
AirClass Airways,VSG,,,Spain,
Aircruising Australia,AIX,,,Australia,
Aire Cardinal,,,,United States,
Aires,ARE,4C,AIRES,Colombia,http://www.aires.aero/
AirExplore,AXE,ED,GALILEO,Slovakia,http://www.airexplore.sk
Airgroup Havacilik,AGH,,,Turkey,
AirKenya,XAK,QP,SUNEXPRESS,Kenya,http://www.airkenya.com
AirLift International,ALE,,AIRLIFT GHANA,Ghana,http://www.airlift.aero/
Airlinair Portugal,,,,Portugal,http://www.airlinairportugal.com/
Airlines PNG,TOK,CG,BALUS,Papua New Guinea,http://www.apng.com
Airlink,LNK,4Z,LINK,South Africa,http://www.flyairlink.com/
Airmark Aviation,TRH,,TRANSTAR,United States,
Airnorth,ANO,TL,TOPEND,Australia,https://www.airnorth.com.au/
Airphil Express,GAP,2P,ORIENT PACIFIC,Philippines,http://www.airphilexpress.com/
AirQuarius Air Charter,SSN,,QUARIUS,South Africa,http://www.airquarius.com
Airstars Airways,ASE,PL,MOROZOV,Russian Federation,http://www.airstars.ru/
Airtours International Airways,AIH,VZ,KESTRAL,United Kingdom,
AirTran Airways,TRS,FL,CITRUS,United States,http://www.airtran.com
Airways International Cymru,CYM,,,United Kingdom,
Airworks Kenya,,,,Kenya,http://www.airworks.co.ke/
Airzena Georgian Airways,TGZ,A9,TAMAZI,Georgia,https://www.georgian-airways.com/
Ak Bars Aero,BGM,2B,BUGAVIA,Russian Federation,http://www.akbarsaero.ru
Akdeniz Airlines,,,,Turkey,
Al Haya Airlines,,,,Iraq,
Al Rahji Aviation,,,,Unknown,
Al-Naser Airlines,MHK,,AL-NASER,Iraq,
Alanna,ALX,,,Ukraine,
Alas Nacionales,ALW,,ALAS NACIONALES DOMINICANAS,Dominican Republic,
Alaska Airlines,ASA,AS,ALASKA,United States,http://www.alaskaair.com
Alba Servizi Aerotrasporti,AFQ,,,Italy,
Albanian Airlines,LBC,LV,ALBANIAN,Albania,http://www.flyalbanian.com
Albarka Air,NBK,F4,,Nigeria,
Airline_name,ICAO,IATA,Callsign,Country,Website
Albatros Airlines,GAL,,,Venezuela,http://www.albatrosair.com.ve
Albatros Airways,LBW,4H,ALBANWAYS,Albania,http://www.albatrosairways.info
Alberta Government,GOA,,,Canada,
Alexandria Airlines,KHH,XH,,Egypt,http://www.alexandriaairlines.com/
Aliadriatica,ADH,AP,,Italy,
Alisea Airlines,BBG,FZ,,Italy,http://www.aliseairlines.it
Alitalia Cityliner,CYL,CT,CITYLINER,Italy,http://www.alitalia.com/
ALK Airlines,VBB,,AIR LUBO,Bulgaria,http://www.airvk-bg.net/
All Nippon Airways,ANA,NH,ALL NIPPON,Japan,https://www.ana.co.jp/
Allegheny Airlines,ALO,AL,ALLEGHENY,United States,
Allegiance Air,,,,South Africa,http://www.allegiance-air.com/
Allegiant Air,AAY,G4,ALLEGIANT,United States,https://www.allegiantair.com/
Alliance Air,LLR,CD,ALLIED,India,http://www.airindia.in/
Alliance Airlines,UTY,QQ,UNITY,Australia,http://www.allianceairlines.com.au/
Allied Air,AJK,,BAMBI,Nigeria,http://www.alliedairng.com/
AlMasria Universal Airlines,LMU,UJ,ALMASRIA,Egypt,http://www.almasriaairlines.com
Aloha Airlines,AAH,AQ,ALOHA,United States,http://www.alohaairlines.com
Alpha Express Airlines,APZ,,,Latvia,
ALPI Eagles,ELG,E8,ALPI EAGLES,Italy,http://www.alpieagles.com
Alrosa Avia,DRU,6R,MIRNY,Russian Federation,https://www.alrosa.aero/
Alsie Express,MMD,6I,MERMAID,Denmark,https://www.alsieexpress.dk/
Alwafeer Air,WFR,AW,WAFEER,Saudi Arabia,http://www.alwafeerair.com
Amakusa Airlines,,,AMAKUSA,Japan,http://www.amx.co.jp
Amapola Flyg,APF,HP,AMAPOLA,Sweden,http://www.amapola.nu
Amaszonas Paraguay,AZP,,GUARANI,Paraguay,http://www.amaszonas.com/
Amazon Prime Air,,,,United States,https://www.amazon.com/
Amber Air,GNT,0A,GINTA,Lithuania,
AMC Aviation,AMV,YJ,AMC AIRLINES,Egypt,http://www.amcairlines.com
Amerer Air,AMK,,,Austria,
American Airlines,AAL,AA,AMERICAN,United States,https://www.aa.com/
American Falcon,AFB,WK,,Argentina,
American Inter-Island,ITL,,,United States,
American Jet,,,,Argentina,http://www.americanjet.com.ar/
Americana de Aviacion,ANE,,,Peru,
Amerijet International,AJT,M6,AMERIJET,United States,https://www.amerijet.com/
Amora Flight Charter Services,,,,Singapore,
Amsterdam Airlines,AAN,,,Netherlands,http://www.amsterdam-airlines.com
ANA Wings,AKX,EH,ALFA WING,Japan,http://www.anawings.co.jp/
Anda Air,SSV,DM,,Ukraine,http://www.anda-air.aero/
Andalusair,,,,Spain,
ANDES - Aerolineas Nacionales del Ecuador,EDA,ED,,Ecuador,
Andesmar Líneas Aéreas,,,,Argentina,
Angel Airlines,NGE,8G,,Thailand,http://www.angelairlines.com
Anglo Cargo Ltd.,ANC,EC,,United Kingdom,
Angola Air Services,,,,Angola,
Ankair,VVF,,WORLD FOCUS,Turkey,http://www.ankair.com/
Ansett Airlines,AAA,AN,ANSETT,Australia,
Ansett Express,NSW,WX,,Australia,
Ansett W.A.,,,,Australia,
Antillana de Navegación Aérea,SUN,,,Dominican Republic,
Albatros Airlines,,,,Turkey,
Albawings,AWT,2B,ALBAWINGS,Albania,http://www.albawings.com/
Alexandair,AXN,,,Greece,
ALIA - The Royal Jordanian Airline,RJA,RJ,,Jordan,
Alisarda,ISS,IG,,Italy,
Alitalia,AZA,AZ,ALITALIA,Italy,https://www.alitalia.com/
Alitalia Express,SMX,XM,,Italy,
All Leisure,,,,United Kingdom,
All Star Airlines,ASR,,,United States,
Allegheny Commuter Airlines,ALO,,ALLEGHENY,United States,
Allegiance Airways Gabon,LGE,,,Gabon,
Allegro Airlines,GRO,LL,,Mexico,
Alliance Air,AFJ,Y2,JAMBO,Uganda,
Alliance Express,,,,Ethiopia,
ALMA de Mexico,MSO,C4,ALMA,Mexico,http://www.alma.com.mx
Aloha Air Cargo,AAH,KH,ALOHA,United States,http://www.alohaaircargo.com
Alpeflyet,,,,Denmark,https://www.alpeflyet.dk/
Alphaland Aviation,BIC,,BALESIN,Philippines,
Alpine Aviation,ANF,,,United Kingdom,
Alsace Exel,,XT,,France,
Altair Airlines,,AK,,United States,
Alyemda - Democratic Yemen Airlines,DYA,DY,ALYEMDA,"Yemen, People's Democratic Republic Of",
Amann Aviation,,,,Australia,
Amaszonas,AZN,Z8,AMAZONAS,Bolivia,http://www.amaszonas.com/
Amaszonas Uruguay,AUZ,,URUGUAYO,Uruguay,https://www.amaszonas.com/
Ambassador Airways,AMY,B3,,United Kingdom,
Amberair,,,,United Kingdom,
Amcur Investments Nao,,,,United States,
America West Airlines,AWE,HP,CACTUS,United States,http://www.americawest.com
American Eagle,EGF,MQ,EAGLEFLIGHT,United States,
American Flyers Airline (AFA),,,,United States,
American International Airways,AXS,NI,AXIS,United States,
American Trans Air,AMT,TZ,,United States,
Ameriflight,AMF,,,United States,
Ameristar,AJI,7Z,AMERISTAR,United States,http://www.ameristarjet.com/
AMS Airlines,GEO,,,Georgia,https://www.amsairlines.ge/
Amway Corp,,,,United States,
Anadolu Jet,THY,TK,TURKISH,Turkey,http://www.anadolujet.com
Andalus Lineas Aéreas,,,,Spain,http://www.andalus.es
Andes,AND,,SERVI ANDES,Peru,http://www.andesair.com
Andes Líneas Aéreas,ANS,OY,AEROANDES,Argentina,http://www.andesonline.com
Angara Airlines,AGU,IK,SARMA,Russian Federation,http://angara.aero/
Angkor Airways,AKW,G6,AIR ANGKOR,Cambodia,
Angola Air Charter (AAC),AGO,,ANGOLA CHARTER,Angola,
Anic Airways,ANR,N3,,Croatia,
Ansett Air Freight,,,,Australia,
Ansett Australia,AAA,AN,ANSETT,Australia,
Ansett New Zealand,NZA,ZQ,,New Zealand,
Antigua Caribbean Air,,,,Unknown,
Antillean Airlines (ALM),ALM,LM,ANTILLEAN,Netherlands Antilles,
Airline_name,ICAO,IATA,Callsign,Country,Website
Antinea Airlines,DJA,HO,ANTINEA,Algeria,
Antonov Airtracker,UAP,,,Ukraine,
AOM French Airlines,AOM,IW,FRENCH LINES,France,
APEX Airlines,,,,Myanmar,
Apollo Airlines,AOA,PJ,,Greece,
Aqaba Airlines,,,,Jordan,
Arab International Aviation Company,,KK,,Egypt,
Arax Airlines,RXA,QY,,Nigeria,
Archana Airways,ACY,F5,,India,
ARG Linea Privada Argentina,LPR,MJ,LAPA,Argentina,
Ariana Afghan Airlines,AFG,FG,ARIANA,Afghanistan,http://www.flyariana.com
Arista International Airlines (AIA),,RY,,United States,
Ark Airways,ARQ,ZQ,ARK AIRWAYS,Armenia,
Arke,TFL,OR,ARKE,Netherlands,http://www.arke.nl/
Arkia - Israeli Airlines,AIZ,IZ,ARKIA,Israel,https://www.arkia.co.il/
Armenia Airways,AMW,6A,ARMENIA,Armenia,
Armenian International Airways,RML,MV,,Armenia,http://www.armenianairways.com
Arrow Air,APW,JW,BIG A,United States,http://www.arrowcargo.com
Aruba Airlines,ARU,AG,ARUBA,Aruba,http://www.arubaairlines.aw/
Aryan Cargo Express,ACQ,YE,ACE CARGO,India,
Asia Airways,ASW,,ASIAWAYS,Tajikistan,
Asia Cargo Express,GSB,3G,,Malaysia,http://www.drb-hicom.com
Asia Pacific Airlines,MGE,P9,MAGELLAN,United States,http://www.flyapa.com/
Asialink,,,,Indonesia,
Asian Express Airline,,,,Tajikistan,http://www.asian-express-airline.com/
Asian Wings Airways,AWM,YJ,ASIAN STAR,Myanmar,http://www.asianwingsair.com/
Asky Airlines,SKK,KP,ASKY,Togo,http://www.flyasky.com/
ASL Airlines France,FPO,5O,FRENCH POST,France,http://www.aslairlines.fr/
ASL Airlines Ireland,ABR,AG,CONTRACT,Ireland,http://www.aslairlines.ie/
ASL Airlines Switzerland,FAT,,FARNER,Switzerland,
Aspen Airways,ASP,,,United States,
Associated Aviation,SCD,,,Nigeria,
Astoria,AOI,,,Canada,
Astra Airlines,AZI,A2,GREEK STAR,Greece,http://www.astra-airlines.gr/
Astral Aviation,ACP,8V,ASTRAL CARGO,Kenya,
ATA Airlines,AMT,TZ,AMTRAN,United States,http://www.ata.com
ATA Brasil,ABZ,,ATA BRASIL,Brazil,
Athens Airways,ATW,ZF,ATHENSAIR,Greece,http://www.athensairways.com
Atlant-Soyuz Airlines,AYZ,7B,ATLANT-SOYUZ,Russian Federation,http://www.atlant-soyuz.ru/
Atlanta Jet Inc,,,,United States,
Atlantic Airlines de Honduras,HHA,ZF,ATLANTIC HONDURAS,Honduras,
Atlantic Coast Airlines,BLR,DH,BLUE RIDGE,United States,
Atlantic Express,AAG,7M,ATLANTIC,United Kingdom,http://www.atlanticexpress.co.uk
Atlantic Express Airlines,JLM,,ATLANTIC GAMBIA,Gambia,
Atlantic Star Airlines,,,,Saint Helena,http://www.atlanticstarairlines.com/
Atlantique Air Assistance,TLB,,TRIPLE ALPHA,France,http://www.atlantiqueairassistance.fr
Atlantis European Airways,LUR,TD,,Armenia,http://atlantis.am/
Atlas Air,GTI,5Y,GIANT,United States,http://www.atlasair.com
Atlas Blue,BMM,8A,,Morocco,http://www.atlas-blue.com
AtlasGlobal,KKK,KK,ATLASGLOBAL,Turkey,https://www.atlasglb.com/
Antonov Airlines (Antonov Design Bureau),ADB,,ANTONOV BUREAU,Ukraine,http://www.antonov.com
Antrak Air,ABV,,ANTRAK,Ghana,http://www.antrakair.com
APA International Air,APY,7P,,United States,
APISA Air Cargo,PIC,,,Peru,
Apsara Air Cambodia,AQQ,IP,APSARA,Cambodia,
Aquiline International,,,,United Arab Emirates,
Ararat Airlines,ARK,4A,,Armenia,
ARCA Colombia,AKC,ZU,ARCA,Colombia,
Arctic Sunwest Charters,,,,Canada,http://www.arcticsunwest.com
Aria Air,IRX,,ARIA,"Iran, Islamic Republic Of",
Arik Air,ARA,W3,ARIK AIR,Nigeria,http://www.arikair.com
ARjet Airlines,,,,Argentina,
Arkas,ARK,K7,,Colombia,
ArkeFly,TFL,OR,ARKEFLY,Netherlands,http://www.arkefly.nl
Armavia,RNV,U8,ARMAVIA,Armenia,http://www.armavia.am/
Armenian Airlines,RME,R3,ARMENIAN,Armenia,
Arnoro,ARN,,,Bosnia And Herzegovina,http://www.arnoro.com
Arrow Panama,,,,Panama,
Aruba Exel,RBX,,,Aruba,
Aserca Airlines,OCA,R7,ASERCA,Venezuela,http://www.asercaairlines.com
Asia Atlantic Airlines,AAQ,,ASIA ATLANTIC,Thailand,http://www.asiaatlanticairlines.com/
Asia Pacific Aerospace,,,,Australia,
Asia Pacific Airlines,MLP,A6,,Papua New Guinea,
Asian Air,,,,Thailand,
Asian Spirit,RIT,6K,,Philippines,
Asiana Airlines,AAR,OZ,ASIANA,"Korea, Republic Of",http://www.flyasiana.com
ASL Airlines Belgium,TAY,3V,QUALITY,Belgium,http://www.aslairlines.be/
ASL Airlines Hungary,FAH,,BLUE STRIP,Hungary,
ASL Airlines Spain,PNR,PV,SKYJET,Spain,http://www.aslairlines.es/
ASNet Inc,,,,United States,
Aspen Mountain Air,,,,United States,
ASTAR Air Cargo,DHL,ER,DAHL,United States,http://www.astaraircargo.com
Astra Airlines,ARN,,,Switzerland,
Astraeus,AEU,5W,FLYSTAR,United Kingdom,http://www.flyastraeus.com
Astro Air International,AAP,,,Philippines,
ATA Airlines,TBZ,I3,ATALAR AIR,"Iran, Islamic Republic Of",https://www.ataair.ir/
ATC Colombia,TCO,TC,,Colombia,
ATI - Aero Trasporti Italiani,ATI,BM,ATI,Italy,
Atlant-SV Aircompany,ATG,L4,,Ukraine,
Atlantic Airlines,NPT,,NEPTUNE,United Kingdom,http://www.atlanticairlines.co.uk/
Atlantic Airways,FLI,RC,FAROELINE,Faroe Islands,http://www.atlantic.fo
Atlantic Coast Jet,,,,United States,
Atlantic Express,,,,United States,
Atlantic Southeast Airlines (ASA),ASQ,EV,ACEY,United States,http://www.flyasa.com
Atlantico Linhas Aereas (ALA),TLN,,,Brazil,
Atlantis,,NO,ATLANTIS,"Germany, Federal Republic Of",
Atlantsflug - Atlantic Island Air,TRG,ID,TRIANGLE,Iceland,
Atlas Atlantique Airlines,TLB,,,France,http://www.atlasatlantiqueairlines.com
Atlas International,OGE,2U,,Turkey,
AtlasGlobal Ukraine,UJX,UH,ATLAS UKRAINE,Ukraine,http://www.atlasglb.com.ua/
Airline_name,ICAO,IATA,Callsign,Country,Website
Atlasjet,KKK,KK,ATLASJET,Turkey,http://www.atlasjet.com
Atom Airways,,,,Romania,http://www.atomaviation.com/
Atrak Air,ATR,AK,ATRAK AIR,"Iran, Islamic Republic Of",http://www.atrakair.com/
Audeli Air Express,ADI,,,Spain,
Aurela,LSK,,,Lithuania,http://www.aurela.lt
Aurora,SHU,HZ,SATAIR,Russian Federation,http://www.flyaurora.ru
Aushaan Air,HAN,,,Kenya,http://www.aushaanair.com/
Australia Asia Airlines,AAU,IM,,Australia,
Australian Airlines,AUZ,AO,AUSTRALIAN,Australia,http://www.australianairlines.com.au
Australian Regional Airlines,,TN,,Australia,
Austrian Airlines,AUA,OS,AUSTRIAN,Austria,https://www.austrian.com/
Austrian Arrows,TYR,VO,AUSTRIAN,Austria,http://www.aua.com
Autair International,,OU,,United Kingdom,
AV8 Air,,,,United Kingdom,
Avanti Air,ATV,,AVANTI AIR,Germany,https://www.avantiair.com/
AVENSA,AVE,VE,AVENSA,Venezuela,http://www.avensa.com.ve
Avia Airlines,AGW,,,South Africa,
Aviacion Del Noroeste,ANW,OC,AVINOR,Mexico,
Aviacon Zitotrans,AZS,ZR,,Russian Federation,
Aviajet,,,,Ireland,http://www.aviajet.com
Avianca Argentina,MCJ,A0,JETMAC,Argentina,https://www.avianca.com.ar/
Avianca Cargo,TPA,QT,TAMPA,Colombia,http://www.tampacargo.com/
Avianca Ecuador,GLG,2K,GALAPAGOS,Ecuador,http://www.avianca.com
Avianca Guatemala,GUG,GU,AVIATECA,Guatemala,http://www.avianca.com/
Avianca Perú,TPU,T0,AVIANCA PERU,Peru,http://www.avianca.com/
Avianova,NOV,RD,,Italy,
Aviaprad,VID,WR,AVIAPRAD,Russian Federation,
Aviastar,TUP,4B,TUPOLEVAIR,Russian Federation,
Aviation Assistance,VIS,7W,,Denmark,
Aviator,AVV,,,Egypt,http://www.fly-aviator.com/
AVIATSA,,,,Honduras,http://www.aviatsa-hn.com/
Avient Aviation,SMJ,Z3,AVAVIA,Zimbabwe,http://www.avient.aero/
Aviogenex,AGX,JJ,GENEX,Serbia,http://www.aviogenex.co.yu
Aviolet,ASL,JU,AIR SERBIA,Serbia,http://www.aviolet.rs/
Aviones Comerciales de Guatemala (Avcom),,,,Guatemala,
Aviosarda,ADZ,,,Italy,
Avirex,VXG,G2,,Gabon,
Avitrans Nordic,ETS,2Q,EXTRANS,Sweden,
AVWest,,,,Australia,http://www.avwest.biz
Axiom Air,,,,Nigeria,
Axon Airlines,AXO,XN,AXONAIR,Greece,
AZAL Azerbaijan Airlines,AHY,J2,AZAL,Azerbaijan,http://www.azal.az/
Azman Air,AZM,,AZMAN AIR,Nigeria,https://www.airazman.com/
Azores Airlines,RZO,S4,AIR AZORES,Portugal,https://www.azoresairlines.pt/
Azul Uruguay,,,,Uruguay,
Azur Air Germany,ARZ,UR,BLUE EAGLE,Germany,http://www.azurair.de/
Azzurra Air,AZI,ZS,,Italy,
Atlasjet Ukraine,UJX,UH,ATLAS UKRAINE,Ukraine,
ATP Cargo,AEP,,,Panama,
ATRAN-Aviatrans Cargo Airlines,VAS,V8,ATRAN,Russian Federation,http://www.atran.ru/
Augsburg Airways,AUB,IQ,AUGSBURG-AIR,Germany,http://www.augsburgair.de/
Aurigny Air Services,AUR,GR,AYLINE,United Kingdom,https://www.aurigny.com/
Aurora Airlines,URR,,AIR AURORA,Slovenia,http://www.fly-aurora.com
Austral Líneas Aéreas,AUT,AU,AUSTRAL,Argentina,http://www.austral.com.ar
Australian Air Express,XME,XM,JETX,Australia,http://www.aae.com.au
Australian Airlines,AUS,TN,AUSTRALIAN,Australia,
Austrian Air Services,AAS,SO,,Austria,
Austrian Airtransport,AAT,OB,AUSTRIAN CHARTER,Austria,
Austrojet (BFS Business Flight Salzburg),AUJ,,AUSTROJET,Austria,http://www.austrojet.com
AV Cargo Airlines,SMJ,,,Zimbabwe,http://www.avcargo.co.uk/
Avant Airlines,VAT,OT,,Chile,
AVE.com,PHW,P3,PHOENIX SHARJAH,United Arab Emirates,http://www.flyave.com/
Averitt Air Charter,VRT,,,United States,
Avia Traffic Company,AVJ,YK,ATOMIC,Kyrgyzstan,http://www.aero.kg/
Aviaco,AYC,AO,AVIACO,Spain,
AVIACSA,CHP,6A,,Mexico,http://www.aviacsa.com.mx
Avianca,AVA,AV,AVIANCA,Colombia,http://www.avianca.com.co
Avianca Brasil,ONE,O6,OCEANAIR,Brazil,http://www.avianca.com.br
Avianca Costa Rica,LRC,LR,LACSA,Costa Rica,
Avianca El Salvador,TAI,TA,TACA,El Salvador,http://www.avianca.com/
Avianca Honduras,ISV,WC,ISLENA,Honduras,http://www.avianca.com/
Aviandina,VND,SJ,,Peru,
Avianova,VNV,AO,NOVA,Russian Federation,http://www.avianova.ru
Aviastar,VIT,MV,AVIASTAR,Indonesia,http://www.aviastar.biz/
Aviateca,GUG,GU,AVIATECA,Guatemala,http://www.aviateca.aero
Aviation Resource Services,NGQ,,,Nigeria,
Aviatrans K,KCA,KI,TRANS KIEV,Ukraine,
Aviavilsa,LVR,,AVIAVILSA,Lithuania,
Avioandes,,,,Ecuador,http://www.avioandes.com/
Avioimpex,AXX,M4,,North Macedonia,
Avion Express,NVD,X9,NORDVIND,Lithuania,http://www.avionexpress.aero/
Avior Airlines,ROI,9V,AVIOR,Venezuela,https://www.aviorair.com/
Aviostart,VSR,,,Bulgaria,
Aviro Air,AVW,,AVIRO,Romania,http://aviroair.com/
Avolar,VLI,V5,AVOLAR,Mexico,http://www.avolar.com.mx
AWAIR,AWQ,QZ,WAGON AIR,Indonesia,http://www.awairlines.com
Axis Airways,AXY,6V,AXIS,France,http://www.axis-airways.com
Ayit Aviation,AYT,,,Israel,http://www.ayit.co.il/
Azimuth Airlines,AZO,A4,AZIMUTH-DON,Russian Federation,https://azimuth.aero/
Azmar Air,,,,Iraq,http://azmarairline.org/
Azul Linhas Aéreas Brasileiras,AZU,AD,AZUL,Brazil,http://www.voeazul.com.br
Azur Air,KTK,ZF,AZUR AIR,Russian Federation,http://www.azurair.com/
